CDS	UCE	coding_UCE	nocoding_UCE
1.160865294	2.345599725	4.340729937	2.103851363
0.877727418	0.93823989	0	1.051925681
1.019296356	1.407359835	0	1.577888522
0.36807924	0	0	0
0.651217116	0.469119945	0	0.525962841
2.661496041	3.75295956	0	4.207702726
2.123534075	0.93823989	4.340729937	0.525962841
6.738681464	10.78975874	4.340729937	11.5711825
408.3414457	866.4645385	464.4581033	915.1753429
0.283137877	0.469119945	0	0.525962841
1.500630746	1.407359835	0	1.577888522
1.359061808	0.93823989	0	1.051925681
0.339765452	0	0	0
9.739942957	19.23391775	4.340729937	21.03851363
45.64182572	92.41662918	73.79240893	94.67331133
0.594589541	0.93823989	0	1.051925681
3.312713157	7.975039066	8.681459874	7.889442611
3.737419972	4.222079506	0	4.733665567
